name_book,rating,price,in_stock,number_books
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",5,46.96,1,1
Paradise Lost (Paradise #1),1,24.96,1,1
"Paper Girls, Vol. 1 (Paper Girls #1-5)",4,21.71,1,1
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",3,29.87,1,1
Origins (Alphas 0.5),1,28.99,1,1
One Second (Seven #7),2,52.94,1,1
On the Road (Duluoz Legend),3,32.36,1,1
Old Records Never Die: One Man's Quest for His Vinyl and His Past,2,55.66,1,1
Off Sides (Off #1),5,39.45,1,1
Of Mice and Men,2,47.11,1,1
Myriad (Prentor #1),4,58.75,1,1
My Perfect Mistake (Over the Top #1),2,38.92,1,1
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",4,39.39,1,1
Meditations,2,25.89,1,1
Matilda,1,28.34,1,1
Lost Among the Living,4,27.7,1,1
Lord of the Flies,3,24.89,1,1
Listen to Me (Fusion #1),3,58.99,1,1
Kitchens of the Great Midwest,5,57.2,1,1
Jane Eyre,5,38.43,1,1
Imperfect Harmony,4,34.74,1,1
Icing (Aces Hockey #2),4,40.44,1,1
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",3,45.24,1,1
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),4,34.96,1,1
"Giant Days, Vol. 1 (Giant Days #1-4)",4,56.76,1,1
"Fruits Basket, Vol. 1 (Fruits Basket #1)",5,40.28,1,1
Frankenstein,2,38.0,1,1
Forever Rockers (The Rocker #12),3,28.8,1,1
Fighting Fate (Fighting #6),3,39.24,1,1
Emma,2,32.93,1,1
"Eat, Pray, Love",3,51.32,1,1
Deep Under (Walker Security #1),5,47.09,1,1
Choosing Our Religion: The Spiritual Lives of America's Nones,4,28.42,1,1
Charlie and the Chocolate Factory (Charlie Bucket #1),3,22.85,1,1
Charity's Cross (Charles Towne Belles #4),1,41.24,1,1
Bright Lines,5,39.07,1,1
Bridget Jones's Diary (Bridget Jones #1),1,29.82,1,1
Bounty (Colorado Mountain #7),4,37.26,1,1
Blood Defense (Samantha Brinkman #1),3,20.3,1,1
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",5,34.65,1,1
Beyond Good and Evil,1,43.38,1,1
Alice in Wonderland (Alice's Adventures in Wonderland #1),1,55.53,1,1
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",4,57.06,1,1
A Spy's Devotion (The Regency Spies of London #1),5,16.97,1,1
1st to Die (Women's Murder Club #1),1,53.98,1,1
"1,000 Places to See Before You Die",5,26.08,1,1
